shipment_id,ship_date,delivery_date,carrier,mode,origin_city,origin_state,destination_city,destination_state,distance_miles,promised_days,actual_days,delayed_flag,shipping_cost,customer_segment
SHP000534,2025-07-08,2025-07-13,XPO,Intermodal,FLCity2,FL,CACity3,CA,654,5,5,0,947.17,Consumer
SHP000535,2025-01-15,2025-01-19,XPO,LTL,ILCity3,IL,FLCity2,FL,1957,4,4,0,1881.05,Consumer
SHP000536,2025-11-21,2025-11-24,UPS Supply Chain,Intermodal,FLCity2,FL,OHCity3,OH,1555,3,3,0,1624.72,Manufacturing
SHP000537,2025-08-04,2025-08-06,DHL Supply Chain,FTL,NCCity3,NC,CACity1,CA,2345,2,2,0,2092.18,Manufacturing
SHP000538,2025-02-21,2025-02-23,Old Dominion,Ground,CACity2,CA,NJCity2,NJ,1171,3,2,0,1011.76,Consumer
SHP000539,2025-08-01,2025-08-05,UPS Supply Chain,Air,TXCity1,TX,PACity1,PA,133,4,4,0,205.49,Retail
SHP000540,2025-09-21,2025-09-27,FedEx Freight,Ground,NJCity3,NJ,NCCity3,NC,1739,4,6,1,3635.3,Industrial
SHP000541,2025-09-21,2025-09-26,FedEx Freight,Ground,CACity1,CA,NJCity2,NJ,1571,3,5,1,3035.27,Consumer
SHP000542,2025-03-24,2025-03-29,XPO,Intermodal,PACity3,PA,AZCity1,AZ,2337,4,5,1,2274.87,Manufacturing
SHP000543,2025-03-18,2025-03-19,DHL Supply Chain,FTL,ILCity1,IL,ILCity3,IL,735,1,1,0,883.52,Industrial
SHP000544,2025-10-06,2025-10-07,UPS Supply Chain,Ground,AZCity1,AZ,OHCity2,OH,1047,2,1,0,1412.89,Manufacturing
SHP000545,2025-10-29,2025-11-05,FedEx Freight,Air,CACity3,CA,OHCity1,OH,1454,5,7,1,2063.63,Industrial
SHP000546,2025-01-20,2025-01-26,FedEx Freight,Intermodal,PACity1,PA,GACity2,GA,891,6,6,0,793.3,Retail
SHP000547,2025-02-07,2025-02-16,UPS Supply Chain,Intermodal,AZCity2,AZ,NJCity2,NJ,1080,6,9,1,1827.31,Retail
SHP000548,2025-03-26,2025-03-31,AIT Logistics Partner,Air,PACity3,PA,AZCity1,AZ,2118,6,5,0,2031.48,Healthcare
SHP000549,2025-06-21,2025-06-23,AIT Logistics Partner,Air,PACity3,PA,TXCity2,TX,2213,2,2,0,3906.49,Manufacturing
SHP000550,2025-08-10,2025-08-16,Old Dominion,Ground,GACity3,GA,GACity1,GA,454,3,6,1,504.95,Industrial
SHP000551,2025-07-28,2025-07-31,XPO,Intermodal,CACity1,CA,GACity1,GA,1572,2,3,1,1942.14,Industrial
SHP000552,2025-02-05,2025-02-07,UPS Supply Chain,Intermodal,AZCity3,AZ,AZCity1,AZ,368,2,2,0,321.6,Industrial
SHP000553,2025-05-10,2025-05-13,Old Dominion,Intermodal,PACity1,PA,OHCity3,OH,2110,3,3,0,3231.54,Industrial
SHP000554,2025-02-04,2025-02-10,FedEx Freight,Air,ILCity3,IL,ILCity3,IL,600,4,6,1,994.79,Retail
SHP000555,2025-06-14,2025-06-15,AIT Logistics Partner,Intermodal,CACity2,CA,CACity1,CA,985,2,1,0,1534.53,Healthcare
SHP000556,2025-03-24,2025-04-01,FedEx Freight,FTL,AZCity3,AZ,NJCity2,NJ,815,5,8,1,655.81,Manufacturing
SHP000557,2025-03-01,2025-03-05,FedEx Freight,Air,ILCity1,IL,NJCity2,NJ,456,2,4,1,762.86,Retail
SHP000558,2025-06-12,2025-06-22,XPO,FTL,NJCity1,NJ,NCCity2,NC,2397,7,10,1,3579.05,Healthcare
SHP000559,2025-07-01,2025-07-07,UPS Supply Chain,FTL,ILCity1,IL,FLCity2,FL,1216,6,6,0,2015.38,Industrial
SHP000560,2025-01-23,2025-01-30,AIT Logistics Partner,LTL,NCCity2,NC,ILCity3,IL,1209,6,7,1,1154.08,Industrial
SHP000561,2025-10-05,2025-10-11,AIT Logistics Partner,Ground,GACity2,GA,PACity2,PA,1280,5,6,1,1692.97,Healthcare
SHP000562,2025-07-03,2025-07-11,XPO,Air,GACity1,GA,OHCity2,OH,1943,7,8,1,2462.36,Healthcare
SHP000563,2025-05-20,2025-05-25,FedEx Freight,LTL,FLCity3,FL,TXCity3,TX,1479,6,5,0,1876.55,Healthcare
SHP000564,2025-06-22,2025-06-27,XPO,Air,GACity2,GA,FLCity2,FL,841,5,5,0,1205.96,Retail
SHP000565,2025-08-04,2025-08-10,UPS Supply Chain,Air,ILCity3,IL,FLCity1,FL,1805,5,6,1,1808.61,Healthcare
SHP000566,2025-12-12,2025-12-16,FedEx Freight,LTL,NJCity2,NJ,TXCity1,TX,230,3,4,1,438.65,Manufacturing
SHP000567,2025-03-03,2025-03-06,DHL Supply Chain,Intermodal,FLCity1,FL,PACity2,PA,1880,2,3,1,2751.69,Industrial
SHP000568,2025-01-06,2025-01-14,XPO,Air,ILCity3,IL,AZCity1,AZ,547,7,8,1,978.92,Consumer
SHP000569,2025-01-11,2025-01-14,UPS Supply Chain,Air,GACity2,GA,GACity3,GA,482,2,3,1,511.04,Consumer
SHP000570,2025-01-19,2025-01-26,DHL Supply Chain,Ground,FLCity3,FL,CACity2,CA,2193,6,7,1,3591.51,Retail
SHP000571,2025-08-14,2025-08-19,UPS Supply Chain,Ground,GACity2,GA,GACity2,GA,1567,3,5,1,1284.95,Manufacturing
SHP000572,2025-06-20,2025-06-26,DHL Supply Chain,FTL,AZCity2,AZ,GACity2,GA,1625,6,6,0,2638.65,Industrial
SHP000573,2025-01-07,2025-01-10,DHL Supply Chain,Air,OHCity3,OH,OHCity2,OH,1972,1,3,1,2161.67,Consumer
SHP000574,2025-02-23,2025-03-02,UPS Supply Chain,Ground,AZCity1,AZ,ILCity1,IL,452,4,7,1,544.15,Retail
SHP000575,2025-01-03,2025-01-10,AIT Logistics Partner,Intermodal,ILCity3,IL,FLCity2,FL,2159,5,7,1,3005.83,Manufacturing
SHP000576,2025-09-28,2025-10-03,DHL Supply Chain,Air,CACity1,CA,PACity2,PA,1602,5,5,0,1886.07,Healthcare
SHP000577,2025-11-11,2025-11-18,DHL Supply Chain,Intermodal,FLCity1,FL,NCCity2,NC,1243,6,7,1,2224.85,Consumer
SHP000578,2025-06-18,2025-06-25,FedEx Freight,Intermodal,FLCity1,FL,ILCity2,IL,1466,7,7,0,1480.39,Retail
SHP000579,2025-12-07,2025-12-16,UPS Supply Chain,Air,ILCity3,IL,GACity2,GA,1557,6,9,1,2067.17,Manufacturing
SHP000580,2025-01-15,2025-01-20,AIT Logistics Partner,Ground,FLCity2,FL,TXCity3,TX,1393,5,5,0,2350.01,Industrial
SHP000581,2025-03-30,2025-04-01,AIT Logistics Partner,FTL,GACity1,GA,PACity3,PA,842,2,2,0,956.79,Consumer
SHP000582,2025-06-10,2025-06-14,FedEx Freight,Air,ILCity2,IL,PACity2,PA,2059,4,4,0,3608.45,Healthcare
SHP000583,2025-11-12,2025-11-18,XPO,FTL,GACity1,GA,PACity2,PA,1892,6,6,0,3341.04,Industrial
SHP000584,2025-03-26,2025-03-28,FedEx Freight,FTL,OHCity3,OH,PACity3,PA,410,2,2,0,654.12,Manufacturing
SHP000585,2025-04-01,2025-04-06,UPS Supply Chain,LTL,NJCity1,NJ,CACity3,CA,144,6,5,0,231.0,Industrial
SHP000586,2025-04-04,2025-04-08,UPS Supply Chain,Intermodal,PACity2,PA,GACity1,GA,1467,3,4,1,2324.11,Retail
SHP000587,2025-03-03,2025-03-05,XPO,Ground,TXCity1,TX,NCCity2,NC,1278,2,2,0,2138.17,Consumer
SHP000588,2025-01-03,2025-01-06,AIT Logistics Partner,FTL,NJCity2,NJ,PACity3,PA,1012,2,3,1,1214.67,Consumer
SHP000589,2025-12-25,2026-01-03,Old Dominion,Air,ILCity1,IL,AZCity2,AZ,1622,6,9,1,2955.1,Healthcare
SHP000590,2025-03-10,2025-03-18,FedEx Freight,Air,PACity2,PA,GACity2,GA,1702,7,8,1,1462.5,Industrial
SHP000591,2025-09-14,2025-09-18,UPS Supply Chain,Intermodal,PACity2,PA,FLCity3,FL,1542,5,4,0,2037.86,Industrial
SHP000592,2025-03-20,2025-03-25,UPS Supply Chain,Air,ILCity3,IL,PACity3,PA,2012,5,5,0,4148.26,Manufacturing
SHP000593,2025-02-18,2025-02-23,Old Dominion,Intermodal,FLCity2,FL,NCCity3,NC,1507,4,5,1,2450.82,Consumer
SHP000594,2025-08-12,2025-08-15,UPS Supply Chain,FTL,GACity3,GA,FLCity3,FL,1120,2,3,1,2050.79,Consumer
SHP000595,2025-05-30,2025-06-02,AIT Logistics Partner,LTL,ILCity1,IL,ILCity1,IL,1993,1,3,1,2725.79,Manufacturing
SHP000596,2025-09-18,2025-09-22,Old Dominion,LTL,AZCity2,AZ,ILCity1,IL,985,3,4,1,1613.14,Retail
SHP000597,2025-04-08,2025-04-14,Old Dominion,FTL,ILCity2,IL,NCCity1,NC,2481,3,6,1,3719.1,Retail
SHP000598,2025-01-20,2025-01-27,XPO,FTL,GACity1,GA,OHCity3,OH,2283,7,7,0,3118.46,Manufacturing
SHP000599,2025-02-23,2025-02-27,UPS Supply Chain,Intermodal,FLCity3,FL,FLCity3,FL,725,4,4,0,1231.52,Retail
SHP000600,2025-01-26,2025-01-29,XPO,Ground,TXCity2,TX,NCCity2,NC,923,3,3,0,839.27,Manufacturing
SHP000601,2025-06-03,2025-06-08,AIT Logistics Partner,LTL,NJCity1,NJ,TXCity1,TX,1601,5,5,0,1785.82,Retail
SHP000602,2025-02-25,2025-03-05,UPS Supply Chain,Intermodal,CACity1,CA,FLCity2,FL,174,5,8,1,364.45,Industrial
SHP000603,2025-07-20,2025-07-24,DHL Supply Chain,LTL,AZCity3,AZ,PACity2,PA,1791,3,4,1,1602.04,Consumer
SHP000604,2025-05-21,2025-05-26,FedEx Freight,FTL,PACity1,PA,OHCity2,OH,1749,3,5,1,1879.17,Consumer
SHP000605,2025-09-18,2025-09-20,Old Dominion,Ground,GACity1,GA,PACity2,PA,1591,2,2,0,3132.61,Industrial
SHP000606,2025-08-29,2025-09-02,AIT Logistics Partner,Air,ILCity1,IL,GACity3,GA,1857,3,4,1,3206.13,Industrial
SHP000607,2025-01-12,2025-01-20,UPS Supply Chain,Intermodal,TXCity1,TX,NJCity1,NJ,1411,5,8,1,2082.37,Retail
SHP000608,2025-01-23,2025-01-28,UPS Supply Chain,Ground,CACity1,CA,NJCity3,NJ,2315,4,5,1,3923.83,Retail
SHP000609,2025-07-08,2025-07-15,AIT Logistics Partner,LTL,NJCity1,NJ,TXCity1,TX,1697,7,7,0,2762.19,Consumer
SHP000610,2025-09-07,2025-09-14,UPS Supply Chain,LTL,OHCity1,OH,NJCity2,NJ,517,5,7,1,706.18,Industrial
SHP000611,2025-09-23,2025-09-26,Old Dominion,Intermodal,AZCity1,AZ,AZCity1,AZ,2481,3,3,0,2120.89,Industrial
SHP000612,2025-05-22,2025-05-26,Old Dominion,Air,AZCity2,AZ,NCCity1,NC,2551,4,4,0,3762.79,Retail
SHP000613,2025-08-02,2025-08-03,XPO,FTL,PACity2,PA,TXCity3,TX,2594,2,1,0,3573.62,Retail
SHP000614,2025-07-27,2025-07-29,Old Dominion,Ground,CACity1,CA,CACity1,CA,1617,3,2,0,2058.98,Manufacturing
SHP000615,2025-11-23,2025-11-25,DHL Supply Chain,Ground,PACity1,PA,GACity2,GA,2344,2,2,0,2467.82,Industrial
SHP000616,2025-10-28,2025-11-01,FedEx Freight,FTL,OHCity3,OH,NJCity2,NJ,272,3,4,1,416.78,Healthcare
SHP000617,2025-02-27,2025-03-03,UPS Supply Chain,FTL,NCCity3,NC,TXCity2,TX,342,2,4,1,527.97,Industrial
SHP000618,2025-10-22,2025-10-26,XPO,Intermodal,NJCity3,NJ,ILCity2,IL,1233,5,4,0,1717.92,Consumer
SHP000619,2025-09-22,2025-09-27,XPO,FTL,CACity3,CA,CACity2,CA,1017,4,5,1,1301.12,Healthcare
SHP000620,2025-07-31,2025-08-07,UPS Supply Chain,LTL,FLCity2,FL,GACity2,GA,2517,6,7,1,5223.71,Consumer
SHP000621,2025-10-08,2025-10-15,XPO,Air,GACity2,GA,ILCity2,IL,2365,7,7,0,1938.82,Consumer
SHP000622,2025-08-25,2025-08-28,FedEx Freight,Air,GACity2,GA,AZCity3,AZ,1310,3,3,0,2173.11,Consumer
SHP000623,2025-04-08,2025-04-15,AIT Logistics Partner,FTL,AZCity3,AZ,TXCity3,TX,1820,5,7,1,1919.01,Healthcare
SHP000624,2025-07-24,2025-08-01,UPS Supply Chain,FTL,AZCity2,AZ,NCCity3,NC,849,6,8,1,1110.22,Industrial
SHP000625,2025-05-04,2025-05-11,XPO,Intermodal,TXCity2,TX,CACity2,CA,2367,7,7,0,4781.7,Healthcare
SHP000626,2025-07-08,2025-07-11,DHL Supply Chain,FTL,NJCity1,NJ,NCCity2,NC,777,3,3,0,711.08,Healthcare
SHP000627,2025-03-21,2025-03-24,XPO,Intermodal,CACity1,CA,PACity2,PA,1427,3,3,0,2941.63,Manufacturing
SHP000628,2025-08-11,2025-08-16,AIT Logistics Partner,LTL,AZCity1,AZ,TXCity1,TX,1990,3,5,1,1624.69,Manufacturing
SHP000629,2025-05-04,2025-05-06,DHL Supply Chain,FTL,AZCity1,AZ,NJCity1,NJ,1972,2,2,0,3397.18,Industrial
SHP000630,2025-01-30,2025-02-02,DHL Supply Chain,Ground,NJCity3,NJ,GACity3,GA,590,4,3,0,1058.46,Consumer
SHP000631,2025-03-16,2025-03-21,XPO,LTL,OHCity1,OH,PACity1,PA,2290,5,5,0,3209.88,Retail
SHP000632,2025-11-03,2025-11-08,XPO,Ground,NCCity3,NC,FLCity2,FL,1266,5,5,0,1945.56,Consumer
SHP000633,2025-06-20,2025-06-25,DHL Supply Chain,LTL,CACity2,CA,TXCity2,TX,1202,4,5,1,2426.26,Industrial
SHP000634,2025-02-26,2025-03-05,AIT Logistics Partner,Air,NCCity1,NC,FLCity1,FL,544,7,7,0,610.75,Manufacturing
SHP000635,2025-04-07,2025-04-14,AIT Logistics Partner,Air,OHCity1,OH,FLCity1,FL,2054,4,7,1,3760.97,Industrial
SHP000636,2025-08-20,2025-08-21,DHL Supply Chain,Ground,CACity2,CA,CACity1,CA,2049,1,1,0,3619.02,Manufacturing
SHP000637,2025-07-30,2025-08-03,Old Dominion,LTL,TXCity1,TX,NCCity3,NC,1328,3,4,1,2150.72,Consumer
SHP000638,2025-01-20,2025-01-28,FedEx Freight,Ground,TXCity1,TX,FLCity1,FL,909,6,8,1,988.96,Industrial
SHP000639,2025-07-11,2025-07-14,Old Dominion,Intermodal,OHCity2,OH,OHCity3,OH,2457,1,3,1,2973.7,Retail
SHP000640,2025-09-27,2025-10-02,AIT Logistics Partner,Ground,OHCity2,OH,PACity3,PA,2095,5,5,0,1942.79,Industrial
SHP000641,2025-01-13,2025-01-18,Old Dominion,FTL,PACity2,PA,NCCity3,NC,1325,2,5,1,1138.83,Retail
SHP000642,2025-06-29,2025-07-08,AIT Logistics Partner,FTL,OHCity3,OH,GACity1,GA,1631,6,9,1,1524.25,Healthcare
SHP000643,2025-05-01,2025-05-09,AIT Logistics Partner,Ground,NJCity2,NJ,PACity2,PA,2398,6,8,1,4409.12,Consumer
SHP000644,2025-11-16,2025-11-26,DHL Supply Chain,Ground,NCCity3,NC,ILCity2,IL,1324,7,10,1,2150.88,Retail
SHP000645,2025-12-30,2026-01-05,AIT Logistics Partner,Air,ILCity2,IL,FLCity1,FL,1080,7,6,0,907.37,Industrial
SHP000646,2025-11-07,2025-11-11,DHL Supply Chain,LTL,GACity2,GA,PACity1,PA,493,4,4,0,552.83,Industrial
SHP000647,2025-05-28,2025-05-31,Old Dominion,Ground,ILCity1,IL,PACity1,PA,2242,4,3,0,2582.65,Retail
SHP000648,2025-12-15,2025-12-22,UPS Supply Chain,LTL,AZCity1,AZ,PACity2,PA,1416,7,7,0,1739.37,Consumer
SHP000649,2025-03-04,2025-03-09,FedEx Freight,Air,TXCity1,TX,NCCity2,NC,2075,5,5,0,3873.17,Manufacturing
SHP000650,2025-05-13,2025-05-14,XPO,Air,TXCity1,TX,TXCity2,TX,1874,1,1,0,3043.1,Industrial
SHP000651,2025-08-18,2025-08-23,UPS Supply Chain,FTL,ILCity2,IL,NCCity1,NC,2557,4,5,1,3849.88,Manufacturing
SHP000652,2025-04-14,2025-04-17,AIT Logistics Partner,Intermodal,TXCity3,TX,CACity2,CA,1334,4,3,0,1627.41,Consumer
SHP000653,2025-02-24,2025-02-27,UPS Supply Chain,Air,ILCity1,IL,OHCity1,OH,1726,2,3,1,3355.03,Retail
SHP000654,2025-03-06,2025-03-12,Old Dominion,LTL,AZCity1,AZ,CACity1,CA,295,3,6,1,571.02,Industrial
SHP000655,2025-05-04,2025-05-12,DHL Supply Chain,Intermodal,FLCity3,FL,GACity1,GA,1500,6,8,1,2729.55,Industrial
SHP000656,2025-08-03,2025-08-08,XPO,LTL,CACity2,CA,NJCity1,NJ,560,4,5,1,603.9,Industrial
SHP000657,2025-11-15,2025-11-17,Old Dominion,LTL,NJCity2,NJ,AZCity2,AZ,1921,2,2,0,1693.26,Healthcare
SHP000658,2025-04-29,2025-05-05,FedEx Freight,LTL,AZCity2,AZ,CACity2,CA,2173,6,6,0,2960.01,Industrial
SHP000659,2025-11-22,2025-11-29,XPO,LTL,CACity3,CA,PACity1,PA,1687,7,7,0,2797.21,Healthcare
SHP000660,2025-08-28,2025-09-04,UPS Supply Chain,Air,FLCity2,FL,OHCity3,OH,2587,4,7,1,5312.9,Consumer
SHP000661,2025-12-30,2026-01-02,XPO,Air,TXCity2,TX,AZCity1,AZ,2276,2,3,1,4245.49,Industrial
SHP000662,2025-12-24,2025-12-31,UPS Supply Chain,Intermodal,AZCity2,AZ,GACity1,GA,444,7,7,0,722.84,Industrial
SHP000663,2025-12-05,2025-12-15,FedEx Freight,Air,FLCity1,FL,NCCity2,NC,1854,7,10,1,2364.3,Consumer
SHP000664,2025-08-17,2025-08-23,UPS Supply Chain,Air,CACity3,CA,NCCity3,NC,2416,5,6,1,3245.98,Consumer
SHP000665,2025-06-18,2025-06-24,AIT Logistics Partner,LTL,PACity1,PA,AZCity2,AZ,1371,4,6,1,2878.15,Consumer
SHP000666,2025-12-05,2025-12-07,FedEx Freight,Air,PACity1,PA,GACity2,GA,310,2,2,0,387.36,Healthcare
SHP000667,2025-07-29,2025-08-04,UPS Supply Chain,Air,OHCity3,OH,PACity1,PA,254,6,6,0,444.89,Industrial
SHP000668,2025-06-04,2025-06-08,AIT Logistics Partner,LTL,ILCity1,IL,PACity1,PA,660,4,4,0,1002.75,Retail
SHP000669,2025-06-16,2025-06-20,UPS Supply Chain,Intermodal,CACity1,CA,OHCity2,OH,1223,2,4,1,1568.8,Manufacturing
SHP000670,2025-06-27,2025-07-02,XPO,Intermodal,ILCity3,IL,OHCity2,OH,2381,3,5,1,2106.44,Consumer
SHP000671,2025-10-12,2025-10-18,XPO,Ground,GACity1,GA,CACity2,CA,1024,4,6,1,1643.82,Industrial
SHP000672,2025-09-13,2025-09-16,AIT Logistics Partner,Intermodal,FLCity3,FL,NJCity2,NJ,1303,3,3,0,1395.48,Consumer
SHP000673,2025-02-12,2025-02-13,Old Dominion,Intermodal,FLCity2,FL,AZCity1,AZ,2493,2,1,0,3761.57,Industrial
SHP000674,2025-04-18,2025-04-22,UPS Supply Chain,Intermodal,PACity2,PA,NCCity1,NC,2003,5,4,0,3610.5,Healthcare
SHP000675,2025-11-22,2025-11-27,DHL Supply Chain,Air,NJCity3,NJ,ILCity1,IL,1247,5,5,0,1865.11,Healthcare
SHP000676,2025-01-12,2025-01-15,UPS Supply Chain,FTL,AZCity1,AZ,FLCity1,FL,1507,2,3,1,2999.0,Industrial
SHP000677,2025-07-11,2025-07-17,DHL Supply Chain,LTL,NJCity2,NJ,CACity3,CA,474,6,6,0,566.15,Industrial
SHP000678,2025-06-25,2025-06-28,XPO,Air,NJCity2,NJ,PACity2,PA,990,4,3,0,1216.85,Healthcare
SHP000679,2025-05-25,2025-05-28,FedEx Freight,Intermodal,TXCity2,TX,NJCity1,NJ,642,2,3,1,690.63,Consumer
SHP000680,2025-05-09,2025-05-14,DHL Supply Chain,FTL,ILCity3,IL,AZCity1,AZ,2123,2,5,1,2540.24,Healthcare
SHP000681,2025-05-15,2025-05-21,UPS Supply Chain,Air,AZCity2,AZ,NCCity3,NC,2027,6,6,0,2936.08,Retail
SHP000682,2025-05-07,2025-05-08,DHL Supply Chain,LTL,GACity2,GA,GACity2,GA,2224,1,1,0,2467.88,Healthcare
SHP000683,2025-12-07,2025-12-14,Old Dominion,Air,TXCity1,TX,GACity3,GA,1821,7,7,0,2682.35,Healthcare
SHP000684,2025-05-21,2025-05-25,DHL Supply Chain,Air,TXCity3,TX,CACity1,CA,2068,4,4,0,2054.73,Consumer
SHP000685,2025-07-12,2025-07-16,XPO,LTL,NCCity1,NC,ILCity2,IL,970,3,4,1,1510.74,Healthcare
SHP000686,2025-06-26,2025-07-01,DHL Supply Chain,FTL,AZCity1,AZ,GACity3,GA,2080,2,5,1,2205.58,Industrial
SHP000687,2025-02-21,2025-02-25,DHL Supply Chain,Intermodal,GACity2,GA,NCCity3,NC,499,4,4,0,522.74,Retail
SHP000688,2025-10-04,2025-10-07,Old Dominion,LTL,AZCity2,AZ,CACity2,CA,1654,2,3,1,3055.31,Healthcare
SHP000689,2025-04-07,2025-04-12,XPO,FTL,PACity2,PA,TXCity1,TX,404,5,5,0,430.47,Retail
SHP000690,2025-12-27,2026-01-02,DHL Supply Chain,LTL,CACity2,CA,PACity3,PA,2561,7,6,0,2469.67,Healthcare
SHP000691,2025-07-30,2025-08-06,UPS Supply Chain,LTL,NJCity1,NJ,TXCity3,TX,2243,6,7,1,1914.32,Manufacturing
SHP000692,2025-01-15,2025-01-23,XPO,Ground,GACity2,GA,ILCity2,IL,617,7,8,1,884.0,Retail
SHP000693,2025-09-13,2025-09-18,Old Dominion,LTL,PACity1,PA,CACity1,CA,1739,6,5,0,2963.3,Consumer
SHP000694,2025-09-15,2025-09-21,FedEx Freight,LTL,AZCity3,AZ,ILCity2,IL,1170,5,6,1,1065.29,Consumer
SHP000695,2025-10-01,2025-10-07,FedEx Freight,Ground,CACity2,CA,PACity1,PA,2200,6,6,0,2375.47,Healthcare
SHP000696,2025-01-25,2025-01-30,Old Dominion,LTL,GACity3,GA,CACity3,CA,221,5,5,0,203.4,Manufacturing
SHP000697,2025-11-21,2025-11-24,Old Dominion,LTL,AZCity1,AZ,NJCity1,NJ,2352,3,3,0,3964.85,Healthcare
SHP000698,2025-06-21,2025-06-23,AIT Logistics Partner,Intermodal,PACity3,PA,GACity3,GA,1885,2,2,0,1769.29,Consumer
SHP000699,2025-03-17,2025-03-23,Old Dominion,FTL,NCCity2,NC,PACity3,PA,1181,7,6,0,1848.76,Retail
SHP000700,2025-08-07,2025-08-16,DHL Supply Chain,FTL,ILCity2,IL,FLCity3,FL,354,7,9,1,482.13,Industrial
SHP000701,2025-05-14,2025-05-19,FedEx Freight,Intermodal,ILCity3,IL,AZCity1,AZ,2574,4,5,1,2361.48,Industrial
SHP000702,2025-03-31,2025-04-02,FedEx Freight,Air,OHCity1,OH,OHCity3,OH,231,1,2,1,256.63,Healthcare
SHP000703,2025-01-30,2025-02-02,AIT Logistics Partner,LTL,OHCity2,OH,FLCity2,FL,1916,3,3,0,2167.51,Retail
SHP000704,2025-07-07,2025-07-10,AIT Logistics Partner,LTL,GACity1,GA,ILCity1,IL,2511,2,3,1,4677.19,Industrial
SHP000705,2025-08-16,2025-08-26,DHL Supply Chain,Ground,GACity2,GA,CACity2,CA,613,7,10,1,569.84,Manufacturing
SHP000706,2025-10-28,2025-11-03,XPO,Ground,PACity2,PA,CACity3,CA,1483,3,6,1,1605.45,Manufacturing
SHP000707,2025-02-03,2025-02-06,DHL Supply Chain,Air,PACity3,PA,FLCity3,FL,533,4,3,0,599.92,Healthcare
SHP000708,2025-03-05,2025-03-09,DHL Supply Chain,FTL,TXCity1,TX,OHCity3,OH,780,4,4,0,1499.76,Healthcare
SHP000709,2025-12-17,2025-12-24,AIT Logistics Partner,LTL,NJCity1,NJ,NCCity3,NC,719,4,7,1,849.24,Manufacturing
SHP000710,2025-08-16,2025-08-19,XPO,LTL,NCCity2,NC,GACity2,GA,1440,3,3,0,1476.66,Manufacturing
SHP000711,2025-08-06,2025-08-14,DHL Supply Chain,Intermodal,FLCity3,FL,TXCity1,TX,802,7,8,1,1661.07,Industrial
SHP000712,2025-03-07,2025-03-14,UPS Supply Chain,Air,NJCity1,NJ,ILCity3,IL,2180,4,7,1,3236.56,Healthcare
SHP000713,2025-01-02,2025-01-11,XPO,Ground,PACity1,PA,NJCity1,NJ,843,7,9,1,749.96,Healthcare
SHP000714,2025-06-17,2025-06-23,XPO,Ground,PACity3,PA,OHCity3,OH,1272,6,6,0,2381.41,Consumer
SHP000715,2025-01-23,2025-01-25,DHL Supply Chain,Ground,CACity3,CA,NCCity3,NC,2399,2,2,0,2724.08,Industrial
SHP000716,2025-09-08,2025-09-14,XPO,Intermodal,GACity1,GA,GACity2,GA,268,3,6,1,510.05,Healthcare
SHP000717,2025-12-30,2026-01-01,AIT Logistics Partner,Intermodal,PACity2,PA,NJCity2,NJ,2559,2,2,0,4186.1,Healthcare
SHP000718,2025-04-30,2025-05-02,DHL Supply Chain,Air,NCCity3,NC,CACity2,CA,2588,2,2,0,3355.15,Healthcare
SHP000719,2025-11-17,2025-11-21,FedEx Freight,FTL,NJCity1,NJ,GACity1,GA,815,3,4,1,1263.68,Manufacturing
SHP000720,2025-09-21,2025-09-26,Old Dominion,FTL,FLCity2,FL,PACity1,PA,2347,5,5,0,4778.9,Retail
SHP000721,2025-01-10,2025-01-18,FedEx Freight,Air,FLCity1,FL,CACity2,CA,666,7,8,1,555.02,Healthcare
SHP000722,2025-12-18,2025-12-23,XPO,Intermodal,CACity1,CA,PACity1,PA,716,3,5,1,1077.78,Industrial
SHP000723,2025-07-26,2025-07-29,DHL Supply Chain,Intermodal,ILCity3,IL,OHCity1,OH,1321,3,3,0,1718.16,Industrial
SHP000724,2025-09-28,2025-10-05,DHL Supply Chain,FTL,FLCity3,FL,CACity3,CA,467,4,7,1,838.2,Retail
SHP000725,2025-11-09,2025-11-11,Old Dominion,Ground,NCCity3,NC,NJCity1,NJ,1424,2,2,0,1735.34,Retail
SHP000726,2025-05-14,2025-05-17,XPO,Ground,ILCity2,IL,AZCity2,AZ,675,4,3,0,1196.61,Healthcare
SHP000727,2025-08-24,2025-08-30,AIT Logistics Partner,FTL,ILCity1,IL,OHCity3,OH,1471,7,6,0,1758.3,Healthcare
SHP000728,2025-12-31,2026-01-09,DHL Supply Chain,FTL,TXCity2,TX,FLCity2,FL,1538,7,9,1,2750.11,Healthcare
SHP000729,2025-06-06,2025-06-13,Old Dominion,Ground,ILCity1,IL,CACity3,CA,879,7,7,0,1453.82,Healthcare
SHP000730,2025-04-03,2025-04-07,FedEx Freight,Air,PACity3,PA,PACity2,PA,626,4,4,0,1249.36,Consumer
SHP000731,2025-01-27,2025-01-29,UPS Supply Chain,LTL,TXCity3,TX,GACity1,GA,1050,3,2,0,1869.32,Manufacturing
SHP000732,2025-07-23,2025-07-29,UPS Supply Chain,Intermodal,PACity2,PA,NCCity3,NC,99,5,6,1,202.83,Industrial
SHP000733,2025-08-12,2025-08-18,AIT Logistics Partner,FTL,TXCity2,TX,FLCity3,FL,609,3,6,1,932.72,Retail
SHP000734,2025-10-09,2025-10-11,Old Dominion,Intermodal,OHCity3,OH,PACity1,PA,1463,3,2,0,2079.67,Industrial
