shipment_id,ship_date,delivery_date,carrier,mode,origin_state,destination_state,distance_miles,promised_days,actual_days,delayed_flag,shipping_cost
SHP02545,2025-09-10,2025-09-17,Old Dominion,Air,NJ,NJ,1448,6,7,1,115.27
SHP02546,2025-01-15,2025-01-23,UPS,FTL,CA,TX,1461,7,8,1,668.56
SHP02547,2025-10-18,2025-10-19,Old Dominion,Ground,IL,TX,1539,2,1,0,1436.59
SHP02548,2025-08-30,2025-09-04,FedEx,Ground,TX,TX,856,3,5,1,1421.09
SHP02549,2025-04-25,2025-04-29,FedEx,Ground,TX,TX,1035,3,4,1,657.39
SHP02550,2025-01-08,2025-01-12,XPO,FTL,GA,GA,1778,2,4,1,1660.51
SHP02551,2025-05-02,2025-05-09,Old Dominion,Air,TX,NJ,629,7,7,0,1363.28
SHP02552,2025-11-15,2025-11-22,XPO,Ground,IL,TX,581,7,7,0,1620.79
SHP02553,2025-12-01,2025-12-08,DHL,Ground,GA,GA,988,5,7,1,1417.23
SHP02554,2025-09-10,2025-09-13,DHL,Ground,CA,NJ,903,4,3,0,1232.97
SHP02555,2025-08-27,2025-08-31,DHL,Air,IL,CA,870,2,4,1,602.43
SHP02556,2025-01-25,2025-01-29,XPO,Ground,TX,TX,1115,5,4,0,655.08
SHP02557,2025-01-01,2025-01-09,DHL,FTL,NJ,NJ,1607,7,8,1,1580.3
SHP02558,2025-07-07,2025-07-13,XPO,FTL,NJ,TX,1207,7,6,0,1568.83
SHP02559,2025-11-17,2025-11-24,FedEx,Ground,GA,GA,297,7,7,0,781.51
SHP02560,2025-04-22,2025-04-24,UPS,FTL,IL,IL,538,3,2,0,1629.26
SHP02561,2025-06-26,2025-07-01,DHL,FTL,GA,CA,1128,6,5,0,1579.33
SHP02562,2025-06-12,2025-06-19,FedEx,Air,TX,NJ,440,6,7,1,1991.87
SHP02563,2025-01-03,2025-01-06,XPO,FTL,TX,NJ,381,4,3,0,1345.68
SHP02564,2025-11-02,2025-11-06,UPS,LTL,IL,CA,489,5,4,0,583.76
SHP02565,2025-07-10,2025-07-11,UPS,LTL,NJ,CA,1698,2,1,0,1998.51
SHP02566,2025-05-24,2025-05-28,XPO,FTL,CA,TX,1457,4,4,0,1807.08
SHP02567,2025-10-16,2025-10-19,DHL,FTL,IL,IL,1872,4,3,0,169.64
SHP02568,2025-07-06,2025-07-14,UPS,LTL,TX,CA,1052,6,8,1,1986.77
SHP02569,2025-05-25,2025-05-30,XPO,LTL,GA,CA,566,5,5,0,235.01
SHP02570,2025-01-31,2025-02-05,FedEx,LTL,CA,NJ,1986,4,5,1,822.98
SHP02571,2025-09-08,2025-09-13,DHL,Air,CA,CA,1378,5,5,0,1085.91
SHP02572,2025-02-20,2025-02-24,DHL,Air,GA,TX,628,3,4,1,837.32
SHP02573,2025-10-19,2025-10-24,DHL,LTL,NJ,GA,787,6,5,0,107.94
SHP02574,2025-04-21,2025-04-26,XPO,Air,GA,TX,767,4,5,1,980.44
SHP02575,2025-02-10,2025-02-17,XPO,LTL,NJ,TX,1362,5,7,1,188.56
SHP02576,2025-03-14,2025-03-21,XPO,FTL,TX,GA,1974,7,7,0,131.11
SHP02577,2025-06-26,2025-07-01,Old Dominion,Air,NJ,TX,156,5,5,0,1735.74
SHP02578,2025-08-17,2025-08-26,FedEx,Ground,CA,TX,380,7,9,1,492.43
SHP02579,2025-05-10,2025-05-19,Old Dominion,Ground,IL,IL,1716,7,9,1,1065.2
SHP02580,2025-08-19,2025-08-25,Old Dominion,Ground,CA,NJ,1321,7,6,0,1815.79
SHP02581,2025-09-25,2025-10-01,Old Dominion,Ground,TX,CA,711,4,6,1,528.93
SHP02582,2025-07-20,2025-07-25,Old Dominion,FTL,NJ,GA,1851,3,5,1,1669.28
SHP02583,2025-02-23,2025-02-26,FedEx,Air,CA,IL,1346,4,3,0,366.13
SHP02584,2025-05-02,2025-05-07,FedEx,FTL,NJ,GA,405,4,5,1,996.36
SHP02585,2025-04-03,2025-04-10,UPS,FTL,TX,NJ,1810,6,7,1,784.14
SHP02586,2025-02-03,2025-02-09,FedEx,LTL,CA,GA,177,6,6,0,804.51
SHP02587,2025-04-27,2025-05-02,UPS,Ground,CA,GA,1651,4,5,1,406.62
SHP02588,2025-09-08,2025-09-12,UPS,FTL,NJ,NJ,1282,5,4,0,1797.63
SHP02589,2025-11-15,2025-11-19,DHL,Ground,CA,GA,1131,2,4,1,509.94
SHP02590,2025-01-27,2025-02-01,UPS,FTL,CA,NJ,1085,6,5,0,190.62
SHP02591,2025-12-22,2025-12-28,DHL,Ground,GA,GA,1516,7,6,0,1511.28
SHP02592,2025-07-04,2025-07-08,Old Dominion,Ground,GA,IL,1174,2,4,1,1663.38
SHP02593,2025-06-10,2025-06-12,XPO,Air,IL,TX,1329,3,2,0,1788.46
SHP02594,2025-07-15,2025-07-19,Old Dominion,Ground,TX,NJ,1502,4,4,0,624.23
SHP02595,2025-12-10,2025-12-16,UPS,FTL,IL,TX,922,7,6,0,934.04
SHP02596,2025-11-19,2025-11-26,XPO,LTL,TX,TX,967,6,7,1,1907.96
SHP02597,2025-12-12,2025-12-14,Old Dominion,Ground,NJ,NJ,1590,2,2,0,1856.72
SHP02598,2025-10-08,2025-10-15,DHL,LTL,IL,NJ,205,5,7,1,291.44
SHP02599,2025-12-27,2026-01-04,FedEx,Air,TX,GA,794,7,8,1,1658.08
SHP02600,2025-08-12,2025-08-15,XPO,LTL,CA,TX,122,4,3,0,1647.8
SHP02601,2025-11-08,2025-11-14,FedEx,Ground,TX,IL,1668,4,6,1,393.88
SHP02602,2025-09-30,2025-10-02,FedEx,LTL,IL,CA,202,3,2,0,1617.96
SHP02603,2025-09-06,2025-09-12,FedEx,FTL,TX,NJ,1286,6,6,0,1283.42
SHP02604,2025-07-14,2025-07-19,XPO,Air,GA,IL,386,6,5,0,134.32
SHP02605,2025-01-30,2025-02-03,Old Dominion,LTL,NJ,NJ,1526,3,4,1,1678.8
SHP02606,2025-12-05,2025-12-13,XPO,Air,GA,TX,341,7,8,1,1582.48
SHP02607,2025-03-13,2025-03-16,DHL,LTL,CA,TX,295,2,3,1,1662.93
SHP02608,2025-01-26,2025-02-03,XPO,Ground,CA,NJ,256,6,8,1,961.69
SHP02609,2025-04-14,2025-04-17,DHL,Air,TX,CA,2000,4,3,0,852.07
SHP02610,2025-09-20,2025-09-25,FedEx,FTL,CA,CA,1017,6,5,0,1081.19
SHP02611,2025-12-21,2025-12-27,UPS,Ground,TX,GA,1455,4,6,1,1939.45
SHP02612,2025-01-06,2025-01-10,XPO,Air,TX,GA,651,2,4,1,357.94
SHP02613,2025-04-11,2025-04-15,UPS,Air,CA,CA,1788,5,4,0,1080.13
SHP02614,2025-01-04,2025-01-08,FedEx,Air,NJ,IL,1057,4,4,0,1021.79
SHP02615,2025-11-11,2025-11-16,DHL,FTL,TX,GA,492,5,5,0,853.7
SHP02616,2025-08-03,2025-08-07,DHL,LTL,GA,GA,1778,5,4,0,764.72
SHP02617,2025-08-21,2025-08-26,Old Dominion,LTL,GA,GA,178,3,5,1,1884.93
SHP02618,2025-07-30,2025-08-04,UPS,Ground,NJ,TX,853,4,5,1,983.53
SHP02619,2025-02-03,2025-02-08,DHL,FTL,GA,CA,1614,4,5,1,922.99
SHP02620,2025-04-03,2025-04-10,Old Dominion,Air,NJ,TX,981,6,7,1,552.31
SHP02621,2025-01-05,2025-01-12,UPS,Ground,CA,NJ,675,7,7,0,1143.44
SHP02622,2025-10-24,2025-10-27,FedEx,Ground,TX,NJ,939,2,3,1,1624.92
SHP02623,2025-02-17,2025-02-20,UPS,FTL,TX,TX,709,2,3,1,1079.58
SHP02624,2025-04-20,2025-04-24,FedEx,Air,TX,GA,938,2,4,1,1113.39
SHP02625,2025-02-18,2025-02-21,XPO,FTL,NJ,CA,990,4,3,0,1052.33
SHP02626,2025-10-21,2025-10-26,Old Dominion,LTL,IL,NJ,906,6,5,0,988.68
SHP02627,2025-01-31,2025-02-05,DHL,LTL,NJ,CA,882,4,5,1,369.44
SHP02628,2025-10-02,2025-10-04,Old Dominion,Air,NJ,TX,1717,2,2,0,161.5
SHP02629,2025-06-01,2025-06-07,DHL,LTL,TX,NJ,1126,4,6,1,1400.43
SHP02630,2025-01-02,2025-01-10,DHL,Air,CA,CA,107,7,8,1,701.97
SHP02631,2025-09-17,2025-09-21,DHL,Ground,GA,TX,1954,5,4,0,1402.59
SHP02632,2025-02-04,2025-02-13,Old Dominion,Air,TX,IL,1806,7,9,1,1398.6
SHP02633,2025-05-10,2025-05-19,UPS,Air,NJ,IL,895,7,9,1,1641.59
SHP02634,2025-02-10,2025-02-15,Old Dominion,Ground,TX,NJ,1994,6,5,0,1854.16
SHP02635,2025-11-06,2025-11-12,FedEx,Air,CA,TX,120,7,6,0,955.51
SHP02636,2025-02-01,2025-02-08,UPS,Ground,GA,IL,564,5,7,1,1262.04
SHP02637,2025-12-26,2025-12-28,XPO,LTL,IL,GA,936,2,2,0,175.36
SHP02638,2025-08-13,2025-08-17,DHL,Air,TX,IL,1120,5,4,0,1125.74
SHP02639,2025-11-13,2025-11-18,UPS,FTL,TX,GA,738,5,5,0,1213.61
SHP02640,2025-04-16,2025-04-22,UPS,FTL,CA,NJ,1954,5,6,1,1545.76
SHP02641,2025-01-06,2025-01-10,Old Dominion,Air,NJ,TX,1132,4,4,0,1122.89
SHP02642,2025-10-20,2025-10-22,FedEx,FTL,NJ,IL,479,3,2,0,230.44
SHP02643,2025-06-08,2025-06-14,XPO,LTL,TX,TX,1395,6,6,0,101.47
SHP02644,2025-11-22,2025-11-25,FedEx,FTL,TX,NJ,1054,2,3,1,924.37
SHP02645,2025-02-28,2025-03-08,DHL,Air,TX,IL,191,6,8,1,1881.94
SHP02646,2025-03-16,2025-03-22,DHL,FTL,CA,NJ,1008,7,6,0,1482.96
SHP02647,2025-07-28,2025-08-04,DHL,LTL,GA,NJ,1436,5,7,1,1896.59
SHP02648,2025-08-24,2025-08-25,DHL,FTL,CA,GA,1474,2,1,0,550.83
SHP02649,2025-09-06,2025-09-09,FedEx,LTL,IL,TX,1644,2,3,1,1977.89
SHP02650,2025-08-05,2025-08-14,FedEx,LTL,IL,NJ,702,7,9,1,1272.41
SHP02651,2025-06-02,2025-06-06,UPS,Air,GA,TX,375,2,4,1,388.42
SHP02652,2025-03-08,2025-03-16,DHL,FTL,CA,TX,313,7,8,1,1922.08
SHP02653,2025-08-16,2025-08-23,DHL,LTL,GA,TX,1483,7,7,0,1949.09
SHP02654,2025-06-05,2025-06-10,DHL,Ground,IL,TX,1942,4,5,1,901.2
SHP02655,2025-05-08,2025-05-15,DHL,LTL,TX,TX,1939,5,7,1,255.38
SHP02656,2025-05-20,2025-05-26,UPS,Ground,GA,TX,629,5,6,1,1923.08
SHP02657,2025-11-26,2025-11-28,UPS,FTL,TX,TX,1175,3,2,0,369.1
SHP02658,2025-06-05,2025-06-12,DHL,FTL,TX,NJ,565,7,7,0,513.56
SHP02659,2025-11-01,2025-11-08,XPO,Ground,TX,NJ,202,5,7,1,967.42
SHP02660,2025-07-21,2025-07-23,DHL,FTL,CA,GA,582,3,2,0,402.17
SHP02661,2025-12-26,2026-01-01,Old Dominion,FTL,GA,CA,612,7,6,0,539.59
SHP02662,2025-04-06,2025-04-11,DHL,LTL,NJ,NJ,1451,6,5,0,282.08
SHP02663,2025-07-07,2025-07-11,FedEx,LTL,CA,NJ,984,2,4,1,1599.6
SHP02664,2025-03-23,2025-03-26,FedEx,LTL,TX,TX,209,2,3,1,1406.5
SHP02665,2025-06-27,2025-06-29,Old Dominion,Air,NJ,IL,628,2,2,0,254.09
SHP02666,2025-12-15,2025-12-17,DHL,Ground,NJ,IL,1735,2,2,0,1304.94
SHP02667,2025-05-08,2025-05-11,DHL,FTL,TX,IL,1846,3,3,0,1456.79
SHP02668,2025-07-01,2025-07-07,UPS,FTL,TX,NJ,573,5,6,1,1433.19
SHP02669,2025-01-24,2025-01-25,Old Dominion,Ground,CA,IL,1334,2,1,0,205.76
SHP02670,2025-01-08,2025-01-14,UPS,FTL,IL,IL,1766,6,6,0,1679.24
SHP02671,2025-08-12,2025-08-18,DHL,Ground,IL,IL,1101,5,6,1,1421.57
SHP02672,2025-05-04,2025-05-05,FedEx,Air,CA,TX,1703,2,1,0,1962.78
SHP02673,2025-05-24,2025-05-29,DHL,FTL,IL,GA,1574,5,5,0,713.89
SHP02674,2025-04-11,2025-04-19,Old Dominion,Air,NJ,CA,239,7,8,1,974.0
SHP02675,2025-10-07,2025-10-09,Old Dominion,Air,NJ,GA,646,2,2,0,1301.68
SHP02676,2025-04-25,2025-04-30,Old Dominion,Air,GA,CA,727,5,5,0,807.31
SHP02677,2025-04-19,2025-04-22,XPO,Ground,NJ,IL,980,3,3,0,997.12
SHP02678,2025-12-13,2025-12-18,XPO,Air,IL,NJ,1434,5,5,0,163.57
SHP02679,2025-01-09,2025-01-13,FedEx,Ground,NJ,NJ,351,3,4,1,1237.79
SHP02680,2025-02-01,2025-02-09,XPO,LTL,TX,CA,829,6,8,1,405.89
SHP02681,2025-07-29,2025-08-04,Old Dominion,LTL,TX,CA,1792,6,6,0,1646.4
SHP02682,2025-12-03,2025-12-09,FedEx,Ground,IL,NJ,250,4,6,1,1533.27
SHP02683,2025-03-22,2025-03-26,XPO,FTL,TX,IL,1383,3,4,1,1670.87
SHP02684,2025-01-23,2025-01-27,UPS,FTL,GA,NJ,744,4,4,0,547.81
SHP02685,2025-12-31,2026-01-05,XPO,Air,NJ,CA,359,4,5,1,743.52
SHP02686,2025-07-20,2025-07-26,FedEx,LTL,NJ,GA,1930,7,6,0,1059.89
SHP02687,2025-03-21,2025-03-27,DHL,FTL,GA,IL,1251,6,6,0,1613.05
SHP02688,2025-12-02,2025-12-05,FedEx,Air,TX,IL,1566,3,3,0,1673.02
SHP02689,2025-10-22,2025-10-25,FedEx,Ground,GA,CA,524,4,3,0,1654.93
SHP02690,2025-01-05,2025-01-07,Old Dominion,Air,NJ,GA,622,2,2,0,1344.44
SHP02691,2025-08-20,2025-08-22,FedEx,FTL,IL,NJ,1044,3,2,0,462.22
SHP02692,2025-11-18,2025-11-24,Old Dominion,Ground,GA,TX,1170,5,6,1,1757.51
SHP02693,2025-07-29,2025-08-04,UPS,FTL,NJ,NJ,462,4,6,1,1637.07
SHP02694,2025-11-03,2025-11-09,FedEx,Ground,IL,GA,689,6,6,0,1971.49
SHP02695,2025-03-08,2025-03-09,DHL,FTL,TX,TX,1075,2,1,0,1079.26
SHP02696,2025-08-18,2025-08-23,UPS,Air,TX,GA,893,6,5,0,1985.26
SHP02697,2025-03-04,2025-03-08,FedEx,Air,CA,TX,846,2,4,1,1577.33
SHP02698,2025-08-25,2025-09-03,FedEx,LTL,CA,CA,139,7,9,1,376.52
SHP02699,2025-09-16,2025-09-24,UPS,Ground,TX,TX,1764,6,8,1,914.13
SHP02700,2025-12-25,2025-12-29,FedEx,Air,IL,GA,454,5,4,0,1852.45
SHP02701,2025-10-22,2025-10-26,UPS,Ground,GA,GA,163,4,4,0,800.45
SHP02702,2025-11-27,2025-12-02,UPS,FTL,TX,TX,1798,4,5,1,320.15
SHP02703,2025-02-14,2025-02-19,Old Dominion,FTL,IL,NJ,229,3,5,1,1329.31
SHP02704,2025-07-07,2025-07-13,UPS,LTL,IL,CA,1583,6,6,0,1654.46
SHP02705,2025-01-01,2025-01-08,UPS,Air,CA,IL,642,6,7,1,211.25
SHP02706,2025-12-11,2025-12-16,XPO,FTL,GA,TX,737,6,5,0,1232.89
SHP02707,2025-01-06,2025-01-10,XPO,Ground,CA,TX,1840,4,4,0,1841.03
SHP02708,2025-02-27,2025-03-04,UPS,FTL,NJ,IL,230,3,5,1,329.37
SHP02709,2025-10-16,2025-10-18,XPO,Ground,GA,TX,1826,2,2,0,1395.64
SHP02710,2025-10-27,2025-11-05,Old Dominion,FTL,CA,IL,677,7,9,1,1043.29
SHP02711,2025-02-15,2025-02-18,FedEx,LTL,IL,TX,1161,3,3,0,1106.45
SHP02712,2025-07-09,2025-07-17,DHL,Ground,CA,CA,1972,7,8,1,220.15
SHP02713,2025-07-17,2025-07-20,XPO,FTL,TX,TX,1954,4,3,0,1583.21
SHP02714,2025-07-11,2025-07-19,DHL,Ground,GA,TX,1030,6,8,1,1131.55
SHP02715,2025-06-19,2025-06-25,DHL,Ground,TX,IL,1378,5,6,1,1499.29
SHP02716,2025-04-26,2025-05-04,XPO,FTL,IL,NJ,1590,7,8,1,530.53
SHP02717,2025-01-16,2025-01-21,XPO,Ground,TX,CA,834,3,5,1,1237.64
SHP02718,2025-10-08,2025-10-14,Old Dominion,LTL,CA,IL,1269,5,6,1,944.15
SHP02719,2025-04-07,2025-04-12,UPS,LTL,IL,GA,1944,5,5,0,1768.29
SHP02720,2025-04-28,2025-05-04,XPO,Air,TX,CA,1159,7,6,0,428.99
SHP02721,2025-12-07,2025-12-10,DHL,Air,CA,TX,130,4,3,0,699.48
SHP02722,2025-01-21,2025-01-26,DHL,Ground,IL,TX,1532,4,5,1,1245.84
SHP02723,2025-01-25,2025-01-30,XPO,FTL,TX,GA,1537,4,5,1,1539.18
SHP02724,2025-08-12,2025-08-18,FedEx,Ground,NJ,CA,174,4,6,1,1133.9
SHP02725,2025-04-10,2025-04-11,XPO,FTL,NJ,TX,1193,2,1,0,1655.78
SHP02726,2025-04-23,2025-05-02,UPS,Air,NJ,CA,865,7,9,1,1029.96
SHP02727,2025-06-28,2025-06-30,XPO,Air,GA,CA,1334,3,2,0,707.06
SHP02728,2025-03-14,2025-03-23,UPS,Air,NJ,IL,779,7,9,1,213.72
SHP02729,2025-05-19,2025-05-24,UPS,Air,NJ,TX,1322,4,5,1,1415.57
SHP02730,2025-01-07,2025-01-14,XPO,LTL,IL,CA,407,5,7,1,208.13
SHP02731,2025-09-26,2025-09-29,Old Dominion,Air,NJ,GA,515,4,3,0,736.88
SHP02732,2025-04-09,2025-04-12,FedEx,FTL,GA,NJ,379,2,3,1,789.21
SHP02733,2025-12-27,2026-01-02,DHL,FTL,NJ,GA,673,7,6,0,223.51
SHP02734,2025-06-24,2025-06-27,UPS,Air,IL,GA,359,3,3,0,562.85
SHP02735,2025-05-21,2025-05-26,UPS,Air,CA,NJ,291,5,5,0,165.53
SHP02736,2025-03-25,2025-03-29,DHL,Air,GA,TX,1035,4,4,0,119.25
SHP02737,2025-01-15,2025-01-18,FedEx,LTL,IL,GA,983,3,3,0,559.39
SHP02738,2025-02-19,2025-02-25,UPS,Ground,IL,CA,1109,7,6,0,737.3
SHP02739,2025-05-05,2025-05-10,FedEx,Ground,IL,GA,630,4,5,1,1471.9
SHP02740,2025-07-11,2025-07-16,UPS,LTL,IL,CA,159,5,5,0,1474.65
SHP02741,2025-06-04,2025-06-12,FedEx,LTL,GA,TX,636,7,8,1,1560.98
SHP02742,2025-08-11,2025-08-17,FedEx,Air,CA,TX,1682,5,6,1,1695.86
SHP02743,2025-11-01,2025-11-06,Old Dominion,Ground,TX,CA,838,6,5,0,742.4
SHP02744,2025-08-22,2025-08-26,DHL,Ground,IL,IL,353,3,4,1,1416.25
SHP02745,2025-07-26,2025-08-02,DHL,Ground,IL,CA,1952,5,7,1,887.64
SHP02746,2025-11-16,2025-11-19,DHL,Air,GA,CA,1468,4,3,0,495.03
SHP02747,2025-10-19,2025-10-28,DHL,LTL,NJ,TX,254,7,9,1,1036.95
SHP02748,2025-12-06,2025-12-13,FedEx,FTL,GA,TX,715,6,7,1,1045.21
SHP02749,2025-04-30,2025-05-03,Old Dominion,FTL,TX,IL,179,2,3,1,1928.77
SHP02750,2025-05-05,2025-05-14,UPS,Air,CA,IL,896,7,9,1,817.93
SHP02751,2025-10-07,2025-10-10,FedEx,FTL,TX,GA,1401,4,3,0,229.95
SHP02752,2025-08-14,2025-08-18,UPS,FTL,IL,GA,187,4,4,0,1128.61
SHP02753,2025-01-02,2025-01-07,UPS,Ground,CA,IL,841,3,5,1,702.02
SHP02754,2025-07-25,2025-07-31,DHL,LTL,CA,NJ,849,5,6,1,1341.72
SHP02755,2025-02-22,2025-02-25,Old Dominion,Air,CA,GA,1616,3,3,0,767.34
SHP02756,2025-04-01,2025-04-09,FedEx,Ground,IL,CA,1430,7,8,1,1129.64
SHP02757,2025-12-31,2026-01-02,XPO,FTL,IL,NJ,666,3,2,0,1208.39
SHP02758,2025-09-04,2025-09-12,Old Dominion,Ground,CA,CA,1029,6,8,1,1531.51
SHP02759,2025-03-19,2025-03-22,FedEx,FTL,TX,GA,1164,2,3,1,838.72
SHP02760,2025-03-17,2025-03-21,FedEx,FTL,NJ,IL,1557,2,4,1,1702.83
SHP02761,2025-11-21,2025-11-28,FedEx,LTL,CA,IL,1714,5,7,1,459.66
SHP02762,2025-10-12,2025-10-18,XPO,Ground,GA,TX,1755,4,6,1,585.57
SHP02763,2025-04-01,2025-04-04,FedEx,FTL,CA,CA,823,2,3,1,1403.35
SHP02764,2025-12-04,2025-12-10,UPS,Ground,NJ,CA,1594,5,6,1,446.45
SHP02765,2025-05-06,2025-05-11,DHL,Ground,TX,NJ,1201,5,5,0,1701.66
SHP02766,2025-03-08,2025-03-12,UPS,LTL,CA,GA,1850,5,4,0,443.56
SHP02767,2025-05-06,2025-05-10,Old Dominion,LTL,GA,GA,590,4,4,0,1652.52
SHP02768,2025-02-20,2025-02-26,Old Dominion,FTL,CA,GA,1268,5,6,1,1456.62
SHP02769,2025-12-27,2026-01-04,DHL,LTL,CA,IL,1037,6,8,1,740.08
SHP02770,2025-12-17,2025-12-25,XPO,Ground,GA,IL,1673,6,8,1,276.58
SHP02771,2025-06-13,2025-06-14,DHL,Ground,GA,NJ,205,2,1,0,760.38
SHP02772,2025-08-13,2025-08-20,DHL,LTL,TX,TX,414,7,7,0,190.97
SHP02773,2025-05-16,2025-05-23,Old Dominion,FTL,GA,IL,1683,7,7,0,1923.7
SHP02774,2025-05-30,2025-06-07,DHL,LTL,GA,CA,1053,7,8,1,1111.24
SHP02775,2025-02-28,2025-03-09,FedEx,Air,NJ,NJ,1648,7,9,1,1763.49
SHP02776,2025-07-04,2025-07-10,XPO,FTL,GA,GA,971,5,6,1,591.32
SHP02777,2025-05-07,2025-05-09,FedEx,Air,CA,CA,1220,3,2,0,871.22
SHP02778,2025-03-18,2025-03-27,UPS,Air,NJ,TX,134,7,9,1,1917.89
SHP02779,2025-11-12,2025-11-15,Old Dominion,Ground,CA,IL,1196,3,3,0,1968.81
SHP02780,2025-03-29,2025-04-03,FedEx,FTL,IL,IL,207,5,5,0,1187.42
SHP02781,2025-12-16,2025-12-24,Old Dominion,LTL,CA,NJ,1167,6,8,1,915.27
SHP02782,2025-10-20,2025-10-22,DHL,LTL,IL,GA,617,3,2,0,1008.55
SHP02783,2025-12-19,2025-12-20,Old Dominion,Ground,TX,NJ,1958,2,1,0,1787.85
SHP02784,2025-06-22,2025-07-01,DHL,FTL,NJ,CA,1024,7,9,1,1835.64
SHP02785,2025-03-04,2025-03-08,Old Dominion,LTL,IL,GA,864,5,4,0,147.77
SHP02786,2025-03-03,2025-03-10,DHL,Ground,GA,CA,698,5,7,1,1673.67
SHP02787,2025-03-19,2025-03-20,DHL,FTL,CA,TX,1812,2,1,0,177.66
SHP02788,2025-09-01,2025-09-06,FedEx,Ground,GA,TX,1841,3,5,1,641.11
SHP02789,2025-05-30,2025-06-01,DHL,LTL,TX,GA,344,2,2,0,808.74
SHP02790,2025-11-27,2025-11-29,UPS,LTL,TX,TX,266,2,2,0,1432.89
SHP02791,2025-11-18,2025-11-20,XPO,Air,CA,CA,231,2,2,0,1308.12
SHP02792,2025-05-21,2025-05-23,DHL,FTL,NJ,NJ,450,3,2,0,1048.22
SHP02793,2025-06-28,2025-07-01,DHL,FTL,NJ,TX,1120,3,3,0,478.11
SHP02794,2025-11-17,2025-11-18,UPS,Air,NJ,NJ,114,2,1,0,962.7
SHP02795,2025-04-09,2025-04-14,DHL,Ground,GA,IL,387,6,5,0,719.49
SHP02796,2025-11-11,2025-11-16,DHL,Ground,IL,CA,160,3,5,1,1673.92
SHP02797,2025-08-09,2025-08-11,UPS,FTL,CA,GA,1218,3,2,0,1685.71
SHP02798,2025-09-24,2025-09-28,XPO,Air,CA,NJ,937,5,4,0,749.98
SHP02799,2025-04-29,2025-05-05,DHL,FTL,IL,IL,1554,7,6,0,1061.19
SHP02800,2025-10-13,2025-10-17,DHL,Ground,NJ,TX,1161,2,4,1,1129.76
SHP02801,2025-09-05,2025-09-14,DHL,Ground,GA,NJ,1609,7,9,1,1776.07
SHP02802,2025-08-18,2025-08-22,DHL,Air,IL,TX,1485,2,4,1,1937.52
SHP02803,2025-06-09,2025-06-13,FedEx,Air,TX,CA,1295,4,4,0,339.66
SHP02804,2025-08-20,2025-08-23,XPO,Ground,TX,NJ,1189,4,3,0,473.53
SHP02805,2025-04-30,2025-05-07,UPS,Air,TX,TX,1148,5,7,1,162.05
SHP02806,2025-10-25,2025-10-29,XPO,LTL,GA,IL,1037,2,4,1,309.67
SHP02807,2025-06-22,2025-06-27,UPS,Ground,IL,CA,1595,3,5,1,1332.51
SHP02808,2025-10-13,2025-10-21,FedEx,Ground,GA,CA,1444,7,8,1,812.38
SHP02809,2025-01-11,2025-01-17,DHL,LTL,GA,GA,1332,4,6,1,1676.12
SHP02810,2025-11-17,2025-11-22,UPS,Ground,CA,CA,567,4,5,1,1902.63
SHP02811,2025-02-27,2025-03-06,XPO,Air,GA,IL,203,5,7,1,1270.0
SHP02812,2025-04-10,2025-04-19,UPS,Ground,IL,IL,1065,7,9,1,1600.48
SHP02813,2025-07-23,2025-07-29,Old Dominion,Air,GA,IL,1800,7,6,0,1480.32
SHP02814,2025-02-28,2025-03-06,DHL,FTL,GA,TX,1506,6,6,0,335.26
SHP02815,2025-01-08,2025-01-12,DHL,LTL,CA,NJ,1531,4,4,0,1649.4
SHP02816,2025-04-09,2025-04-14,Old Dominion,FTL,TX,CA,1750,4,5,1,596.38
SHP02817,2025-04-16,2025-04-24,DHL,LTL,TX,GA,980,7,8,1,1711.59
SHP02818,2025-07-21,2025-07-24,FedEx,Air,TX,CA,1394,2,3,1,1358.76
SHP02819,2025-06-06,2025-06-10,DHL,FTL,NJ,CA,921,5,4,0,1553.6
SHP02820,2025-10-24,2025-10-27,DHL,Ground,IL,NJ,969,4,3,0,204.45
SHP02821,2025-05-09,2025-05-11,FedEx,Air,IL,NJ,1663,3,2,0,377.8
SHP02822,2025-12-11,2025-12-12,UPS,Air,TX,IL,336,2,1,0,476.38
SHP02823,2025-05-21,2025-05-25,Old Dominion,Ground,NJ,GA,638,5,4,0,930.14
SHP02824,2025-04-30,2025-05-03,DHL,FTL,TX,GA,1637,4,3,0,1080.27
SHP02825,2025-01-19,2025-01-25,Old Dominion,Ground,GA,CA,1828,7,6,0,173.15
SHP02826,2025-04-03,2025-04-12,FedEx,LTL,CA,IL,1322,7,9,1,1988.66
SHP02827,2025-07-30,2025-08-04,UPS,Ground,TX,CA,1858,3,5,1,235.38
SHP02828,2025-01-12,2025-01-13,XPO,Air,NJ,CA,277,2,1,0,390.06
SHP02829,2025-05-12,2025-05-17,FedEx,LTL,NJ,IL,1499,3,5,1,1188.87
SHP02830,2025-03-26,2025-04-03,FedEx,FTL,NJ,GA,954,6,8,1,1802.77
SHP02831,2025-03-21,2025-03-27,XPO,Ground,TX,NJ,116,5,6,1,250.32
SHP02832,2025-07-29,2025-08-03,UPS,FTL,NJ,NJ,1937,6,5,0,1769.14
SHP02833,2025-07-28,2025-07-30,XPO,Air,TX,GA,341,2,2,0,341.69
SHP02834,2025-02-12,2025-02-16,UPS,LTL,NJ,GA,808,3,4,1,115.33
